high_risk_food_code,high_risk_food_name,high_risk_category,high_risk_carb_per100g,high_risk_fiber_per100g,high_risk_portion,high_risk_portion_g,high_risk_carb_per_serving,swap_food_code,swap_food_name,swap_category,swap_carb_per100g,swap_fiber_per100g,swap_portion,swap_portion_g,swap_carb_per_serving,carb_saving_per_serving,fiber_gain_per_serving,ada_rule,swap_group,source
53222020,"Cookie, cone shell, ice cream type, wafer or cake",Cookies and brownies,79.0,3.0,1 cone,4.0,3.2,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,2.9,-0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53222020,"Cookie, cone shell, ice cream type, wafer or cake",Cookies and brownies,79.0,3.0,1 cone,4.0,3.2,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.6,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53223000,"Cookie, gingersnaps",Cookies and brownies,76.9,2.2,1 miniature/bite size,5.0,3.8,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.6,-0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53223000,"Cookie, gingersnaps",Cookies and brownies,76.9,2.2,1 miniature/bite size,5.0,3.8,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,3.3,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53223100,"Cookie, granola",Cookies and brownies,66.7,3.1,1 miniature/bite size,5.0,3.3,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.1,-0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53223100,"Cookie, granola",Cookies and brownies,66.7,3.1,1 miniature/bite size,5.0,3.3,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.7,0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53224000,"Cookie, ladyfinger",Cookies and brownies,59.7,1.0,"1 ladyfinger (3"" x 1-1/8"" x 1"")",8.3,5.0,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,4.7,0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53224000,"Cookie, ladyfinger",Cookies and brownies,59.7,1.0,"1 ladyfinger (3"" x 1-1/8"" x 1"")",8.3,5.0,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,4.4,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53224250,"Cookie, lemon bar",Cookies and brownies,62.6,0.8,Quantity not specified,38.0,23.8,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,23.6,-0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53224250,"Cookie, lemon bar",Cookies and brownies,62.6,0.8,Quantity not specified,38.0,23.8,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,8.8,14.5,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53224250,"Cookie, lemon bar",Cookies and brownies,62.6,0.8,Quantity not specified,38.0,23.8,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,23.2,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53225000,"Cookie, macaroon",Cookies and brownies,61.2,5.1,Quantity not specified,48.0,29.4,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,29.2,-2.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53225000,"Cookie, macaroon",Cookies and brownies,61.2,5.1,Quantity not specified,48.0,29.4,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,14.4,12.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53225000,"Cookie, macaroon",Cookies and brownies,61.2,5.1,Quantity not specified,48.0,29.4,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,28.8,-2.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53226000,"Cookie, marshmallow, with coconut",Cookies and brownies,67.7,2.0,Quantity not specified,60.0,40.6,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,40.4,-1.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53226000,"Cookie, marshmallow, with coconut",Cookies and brownies,67.7,2.0,Quantity not specified,60.0,40.6,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,25.6,13.6,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53226000,"Cookie, marshmallow, with coconut",Cookies and brownies,67.7,2.0,Quantity not specified,60.0,40.6,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,40.0,-0.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53226500,"Cookie, marshmallow, with rice cereal, no bake",Cookies and brownies,80.5,0.0,Quantity not specified,76.0,61.2,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,61.0,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53226500,"Cookie, marshmallow, with rice cereal, no bake",Cookies and brownies,80.5,0.0,Quantity not specified,76.0,61.2,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,46.2,14.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53226500,"Cookie, marshmallow, with rice cereal, no bake",Cookies and brownies,80.5,0.0,Quantity not specified,76.0,61.2,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,60.6,0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53226550,"Cookie, marshmallow, with rice cereal and chocolate chips",Cookies and brownies,63.3,0.0,Quantity not specified,76.0,48.1,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,47.9,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53226550,"Cookie, marshmallow, with rice cereal and chocolate chips",Cookies and brownies,63.3,0.0,Quantity not specified,76.0,48.1,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,33.1,14.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53226550,"Cookie, marshmallow, with rice cereal and chocolate chips",Cookies and brownies,63.3,0.0,Quantity not specified,76.0,48.1,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,47.5,0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53226600,"Cookie, marshmallow and peanut butter, with oat cereal, no bake",Cookies and brownies,80.5,0.0,Quantity not specified,76.0,61.2,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,61.0,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53226600,"Cookie, marshmallow and peanut butter, with oat cereal, no bake",Cookies and brownies,80.5,0.0,Quantity not specified,76.0,61.2,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,46.2,14.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53226600,"Cookie, marshmallow and peanut butter, with oat cereal, no bake",Cookies and brownies,80.5,0.0,Quantity not specified,76.0,61.2,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,60.6,0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53228000,"Cookie, meringue",Cookies and brownies,81.3,0.0,Quantity not specified,15.0,12.2,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,12.0,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53228000,"Cookie, meringue",Cookies and brownies,81.3,0.0,Quantity not specified,15.0,12.2,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,11.6,0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53230000,"Cookie, molasses",Cookies and brownies,73.8,1.0,1 miniature/bite size,5.0,3.7,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.5,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53230000,"Cookie, molasses",Cookies and brownies,73.8,1.0,1 miniature/bite size,5.0,3.7,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,3.1,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53231000,"Cookie, Lebkuchen",Cookies and brownies,73.8,1.0,Quantity not specified,48.0,35.4,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,35.2,-0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53231000,"Cookie, Lebkuchen",Cookies and brownies,73.8,1.0,Quantity not specified,48.0,35.4,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,20.4,14.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53231000,"Cookie, Lebkuchen",Cookies and brownies,73.8,1.0,Quantity not specified,48.0,35.4,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,34.8,-0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53231400,"Cookie, multigrain, high fiber",Cookies and brownies,66.7,3.1,1 cookie,30.0,20.0,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,19.8,-0.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53231400,"Cookie, multigrain, high fiber",Cookies and brownies,66.7,3.1,1 cookie,30.0,20.0,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,5.0,13.9,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53231400,"Cookie, multigrain, high fiber",Cookies and brownies,66.7,3.1,1 cookie,30.0,20.0,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,19.4,-0.6,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53233000,"Cookie, oatmeal",Cookies and brownies,68.7,2.8,1 miniature/bite size,5.0,3.4,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.2,-0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53233000,"Cookie, oatmeal",Cookies and brownies,68.7,2.8,1 miniature/bite size,5.0,3.4,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.8,0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53233010,"Cookie, oatmeal, with raisins",Cookies and brownies,68.7,2.8,1 miniature/bite size,5.0,3.4,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.2,-0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53233010,"Cookie, oatmeal, with raisins",Cookies and brownies,68.7,2.8,1 miniature/bite size,5.0,3.4,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.8,0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53233040,"Cookie, oatmeal, reduced fat, NS as to raisins",Cookies and brownies,64.6,16.1,Quantity not specified,60.0,38.8,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,38.6,-9.6,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53233040,"Cookie, oatmeal, reduced fat, NS as to raisins",Cookies and brownies,64.6,16.1,Quantity not specified,60.0,38.8,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,23.8,5.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53233040,"Cookie, oatmeal, reduced fat, NS as to raisins",Cookies and brownies,64.6,16.1,Quantity not specified,60.0,38.8,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,38.2,-9.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53233050,"Cookie, oatmeal sandwich, with creme filling",Cookies and brownies,55.6,2.6,Quantity not specified,42.0,23.4,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,23.1,-1.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53233050,"Cookie, oatmeal sandwich, with creme filling",Cookies and brownies,55.6,2.6,Quantity not specified,42.0,23.4,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,8.3,13.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53233050,"Cookie, oatmeal sandwich, with creme filling",Cookies and brownies,55.6,2.6,Quantity not specified,42.0,23.4,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,22.8,-0.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53233060,"Cookie, oatmeal, with chocolate chips",Cookies and brownies,67.6,3.5,1 miniature/bite size,5.0,3.4,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.2,-0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53233060,"Cookie, oatmeal, with chocolate chips",Cookies and brownies,67.6,3.5,1 miniature/bite size,5.0,3.4,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.8,0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53233080,"Cookie, oatmeal sandwich, with peanut butter and jelly filling",Cookies and brownies,55.6,2.6,1 miniature/bite size,3.0,1.7,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,1.5,0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53233080,"Cookie, oatmeal sandwich, with peanut butter and jelly filling",Cookies and brownies,55.6,2.6,1 miniature/bite size,3.0,1.7,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,1.1,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53233100,"Cookie, oatmeal, with chocolate and peanut butter, no bake",Cookies and brownies,68.7,2.8,1 miniature/bite size,5.0,3.4,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.2,-0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53233100,"Cookie, oatmeal, with chocolate and peanut butter, no bake",Cookies and brownies,68.7,2.8,1 miniature/bite size,5.0,3.4,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.8,0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53234000,"Cookie, peanut butter",Cookies and brownies,58.1,2.1,1 miniature/bite size,5.0,2.9,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,2.7,-0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53234000,"Cookie, peanut butter",Cookies and brownies,58.1,2.1,1 miniature/bite size,5.0,2.9,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.3,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53234100,"Cookie, peanut butter, with chocolate",Cookies and brownies,59.5,3.0,1 miniature/bite size,5.0,3.0,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,2.8,-0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53234100,"Cookie, peanut butter, with chocolate",Cookies and brownies,59.5,3.0,1 miniature/bite size,5.0,3.0,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.4,0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53234250,"Cookie, peanut butter with rice cereal, no bake",Cookies and brownies,80.5,0.0,Quantity not specified,76.0,61.2,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,61.0,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53234250,"Cookie, peanut butter with rice cereal, no bake",Cookies and brownies,80.5,0.0,Quantity not specified,76.0,61.2,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,46.2,14.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53234250,"Cookie, peanut butter with rice cereal, no bake",Cookies and brownies,80.5,0.0,Quantity not specified,76.0,61.2,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,60.6,0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53235000,"Cookie, peanut butter sandwich",Cookies and brownies,65.6,1.9,Quantity not specified,42.0,27.6,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,27.3,-0.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53235000,"Cookie, peanut butter sandwich",Cookies and brownies,65.6,1.9,Quantity not specified,42.0,27.6,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,12.5,14.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53235000,"Cookie, peanut butter sandwich",Cookies and brownies,65.6,1.9,Quantity not specified,42.0,27.6,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,27.0,-0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53235500,"Cookie, with peanut butter filling, chocolate-coated",Cookies and brownies,52.9,3.5,1 miniature/bite size,7.0,3.7,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.5,-0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53235500,"Cookie, with peanut butter filling, chocolate-coated",Cookies and brownies,52.9,3.5,1 miniature/bite size,7.0,3.7,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,3.1,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53235600,"Cookie, Pfeffernusse",Cookies and brownies,63.8,1.3,Quantity not specified,26.0,16.6,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,16.4,-0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53235600,"Cookie, Pfeffernusse",Cookies and brownies,63.8,1.3,Quantity not specified,26.0,16.6,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,1.6,14.5,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53235600,"Cookie, Pfeffernusse",Cookies and brownies,63.8,1.3,Quantity not specified,26.0,16.6,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,16.0,0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53236000,"Cookie, Pizzelle",Cookies and brownies,79.0,3.0,1 wafer or rosette,13.0,10.3,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,10.1,-0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53236000,"Cookie, Pizzelle",Cookies and brownies,79.0,3.0,1 wafer or rosette,13.0,10.3,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,9.7,-0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53236100,"Cookie, pumpkin",Cookies and brownies,68.7,2.8,1 mini or bite size cookie,5.0,3.4,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.2,-0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53236100,"Cookie, pumpkin",Cookies and brownies,68.7,2.8,1 mini or bite size cookie,5.0,3.4,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.8,0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53237000,"Cookie, raisin",Cookies and brownies,68.0,1.2,1 miniature/bite size,5.0,3.4,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.2,0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53237000,"Cookie, raisin",Cookies and brownies,68.0,1.2,1 miniature/bite size,5.0,3.4,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.8,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53237010,"Cookie, raisin sandwich, cream-filled",Cookies and brownies,55.6,2.6,1 miniature/bite size,3.0,1.7,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,1.5,0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53237010,"Cookie, raisin sandwich, cream-filled",Cookies and brownies,55.6,2.6,1 miniature/bite size,3.0,1.7,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,1.1,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53237500,"Cookie, rum ball, no bake",Cookies and brownies,63.8,1.3,1 ball,11.0,7.0,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,6.8,-0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53237500,"Cookie, rum ball, no bake",Cookies and brownies,63.8,1.3,1 ball,11.0,7.0,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,6.4,0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
