high_risk_food_code,high_risk_food_name,high_risk_category,high_risk_carb_per100g,high_risk_fiber_per100g,high_risk_portion,high_risk_portion_g,high_risk_carb_per_serving,swap_food_code,swap_food_name,swap_category,swap_carb_per100g,swap_fiber_per100g,swap_portion,swap_portion_g,swap_carb_per_serving,carb_saving_per_serving,fiber_gain_per_serving,ada_rule,swap_group,source
53238000,"Cookie, sandwich-type, not chocolate or vanilla",Cookies and brownies,72.1,1.5,1 miniature/bite size,3.0,2.2,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,1.9,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53238000,"Cookie, sandwich-type, not chocolate or vanilla",Cookies and brownies,72.1,1.5,1 miniature/bite size,3.0,2.2,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,1.6,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53239000,"Cookie, shortbread",Cookies and brownies,63.8,1.3,1 miniature/bite size,5.0,3.2,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.0,0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53239000,"Cookie, shortbread",Cookies and brownies,63.8,1.3,1 miniature/bite size,5.0,3.2,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.6,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53239010,"Cookie, shortbread, reduced fat",Cookies and brownies,76.0,1.3,1 miniature/bite size,5.0,3.8,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.6,0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53239010,"Cookie, shortbread, reduced fat",Cookies and brownies,76.0,1.3,1 miniature/bite size,5.0,3.8,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,3.2,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53239050,"Cookie, shortbread, with icing or filling",Cookies and brownies,62.6,2.1,1 miniature/bite size,7.0,4.4,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,4.2,-0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53239050,"Cookie, shortbread, with icing or filling",Cookies and brownies,62.6,2.1,1 miniature/bite size,7.0,4.4,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,3.8,0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53239100,Pocky,Cookies and brownies,51.1,5.0,1 stick,4.0,2.0,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,1.8,-0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53239100,Pocky,Cookies and brownies,51.1,5.0,1 stick,4.0,2.0,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,1.5,0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53240000,"Cookie, animal",Cookies and brownies,74.1,1.1,1 cracker,4.0,3.0,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,2.7,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53240000,"Cookie, animal",Cookies and brownies,74.1,1.1,1 cracker,4.0,3.0,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.4,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53240010,"Cookie, animal, with frosting or icing",Cookies and brownies,70.1,0.9,1 animal cookie (include Keebler Iced; Carousel Frosted),5.0,3.5,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.3,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53240010,"Cookie, animal, with frosting or icing",Cookies and brownies,70.1,0.9,1 animal cookie (include Keebler Iced; Carousel Frosted),5.0,3.5,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.9,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53241500,"Cookie, butter or sugar",Cookies and brownies,67.3,1.3,1 miniature/bite size,5.0,3.4,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.1,0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53241500,"Cookie, butter or sugar",Cookies and brownies,67.3,1.3,1 miniature/bite size,5.0,3.4,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.8,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53241510,Marie biscuit,Cookies and brownies,70.5,3.5,1 cookie,7.0,4.9,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,4.7,-0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53241510,Marie biscuit,Cookies and brownies,70.5,3.5,1 cookie,7.0,4.9,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,4.4,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53241600,"Cookie, butter or sugar, with fruit and/or nuts",Cookies and brownies,65.0,1.6,1 miniature/bite size,5.0,3.3,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.0,0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53241600,"Cookie, butter or sugar, with fruit and/or nuts",Cookies and brownies,65.0,1.6,1 miniature/bite size,5.0,3.3,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.7,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53242000,"Cookie, sugar wafer",Cookies and brownies,70.6,1.6,1 small,4.0,2.8,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,2.6,0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53242000,"Cookie, sugar wafer",Cookies and brownies,70.6,1.6,1 small,4.0,2.8,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.2,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53242500,"Cookie, toffee bar",Cookies and brownies,65.4,2.0,Quantity not specified,38.0,24.8,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,24.6,-0.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53242500,"Cookie, toffee bar",Cookies and brownies,65.4,2.0,Quantity not specified,38.0,24.8,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,9.8,14.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53242500,"Cookie, toffee bar",Cookies and brownies,65.4,2.0,Quantity not specified,38.0,24.8,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,24.2,-0.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53243000,"Cookie, vanilla sandwich",Cookies and brownies,72.1,1.5,1 miniature/bite size,3.0,2.2,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,1.9,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53243000,"Cookie, vanilla sandwich",Cookies and brownies,72.1,1.5,1 miniature/bite size,3.0,2.2,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,1.6,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53243010,"Cookie, vanilla sandwich, extra filling",Cookies and brownies,68.2,2.7,1 miniature/bite size,3.0,2.0,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,1.8,0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53243010,"Cookie, vanilla sandwich, extra filling",Cookies and brownies,68.2,2.7,1 miniature/bite size,3.0,2.0,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,1.5,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53243050,"Cookie, vanilla sandwich, reduced fat",Cookies and brownies,78.2,2.1,1 miniature/bite size,3.0,2.3,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,2.1,0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53243050,"Cookie, vanilla sandwich, reduced fat",Cookies and brownies,78.2,2.1,1 miniature/bite size,3.0,2.3,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,1.8,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53244010,"Cookie, butter or sugar, with chocolate icing or filling",Cookies and brownies,68.8,1.9,1 miniature/bite size,7.0,4.8,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,4.6,-0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53244010,"Cookie, butter or sugar, with chocolate icing or filling",Cookies and brownies,68.8,1.9,1 miniature/bite size,7.0,4.8,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,4.2,0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53244020,"Cookie, butter or sugar, with icing or filling other than chocolate",Cookies and brownies,72.7,0.4,1 miniature/bite size,7.0,5.1,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,4.9,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53244020,"Cookie, butter or sugar, with icing or filling other than chocolate",Cookies and brownies,72.7,0.4,1 miniature/bite size,7.0,5.1,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,4.5,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53246000,"Cookie, tea, Japanese",Cookies and brownies,84.0,1.6,1 small,2.0,1.7,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,1.5,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53246000,"Cookie, tea, Japanese",Cookies and brownies,84.0,1.6,1 small,2.0,1.7,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,1.1,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53247000,"Cookie, vanilla wafer",Cookies and brownies,72.6,1.6,1 small or bite size,3.0,2.2,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,2.0,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53247000,"Cookie, vanilla wafer",Cookies and brownies,72.6,1.6,1 small or bite size,3.0,2.2,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,1.6,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53247050,"Cookie, vanilla wafer, reduced fat",Cookies and brownies,73.6,1.9,Quantity not specified,16.0,11.8,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,11.6,-0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53247050,"Cookie, vanilla wafer, reduced fat",Cookies and brownies,73.6,1.9,Quantity not specified,16.0,11.8,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,11.2,0.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53247500,"Cookie, vanilla with caramel, coconut, and chocolate coating",Cookies and brownies,64.1,4.4,1 small cookie,28.0,17.9,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,17.7,-1.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53247500,"Cookie, vanilla with caramel, coconut, and chocolate coating",Cookies and brownies,64.1,4.4,1 small cookie,28.0,17.9,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,2.9,13.6,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53247500,"Cookie, vanilla with caramel, coconut, and chocolate coating",Cookies and brownies,64.1,4.4,1 small cookie,28.0,17.9,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,17.4,-0.9,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53251100,"Cookie, rugelach",Cookies and brownies,70.9,4.6,1 medium roll-up cookie,23.0,16.3,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,16.1,-1.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53251100,"Cookie, rugelach",Cookies and brownies,70.9,4.6,1 medium roll-up cookie,23.0,16.3,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,1.3,13.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53251100,"Cookie, rugelach",Cookies and brownies,70.9,4.6,1 medium roll-up cookie,23.0,16.3,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,15.7,-0.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53260030,"Cookie, chocolate chip, reduced sugar",Cookies and brownies,73.4,1.6,1 miniature/bite size,5.0,3.7,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.5,0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53260030,"Cookie, chocolate chip, reduced sugar",Cookies and brownies,73.4,1.6,1 miniature/bite size,5.0,3.7,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,3.1,0.3,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53260200,"Cookie, oatmeal, reduced sugar",Cookies and brownies,69.9,2.9,1 miniature/bite size,5.0,3.5,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,3.3,-0.0,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53260200,"Cookie, oatmeal, reduced sugar",Cookies and brownies,69.9,2.9,1 miniature/bite size,5.0,3.5,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.9,0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53260300,"Cookie, sandwich, reduced sugar",Cookies and brownies,68.0,4.1,Quantity not specified,36.0,24.5,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,24.3,-1.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53260300,"Cookie, sandwich, reduced sugar",Cookies and brownies,68.0,4.1,Quantity not specified,36.0,24.5,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,9.5,13.4,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53260300,"Cookie, sandwich, reduced sugar",Cookies and brownies,68.0,4.1,Quantity not specified,36.0,24.5,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,23.9,-1.1,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53260400,"Cookie, sugar or plain, sugar free",Cookies and brownies,50.5,3.4,Quantity not specified,60.0,30.3,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,30.1,-1.9,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53260400,"Cookie, sugar or plain, sugar free",Cookies and brownies,50.5,3.4,Quantity not specified,60.0,30.3,43103000,Sesame seeds,Nuts and seeds,11.7,11.6,1 cup,128.0,15.0,15.3,12.8,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53260400,"Cookie, sugar or plain, sugar free",Cookies and brownies,50.5,3.4,Quantity not specified,60.0,30.3,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,29.7,-1.7,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53260500,"Cookie, sugar wafer, sugar free",Cookies and brownies,66.3,14.3,1 small,4.0,2.7,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,2.4,-0.5,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53260500,"Cookie, sugar wafer, sugar free",Cookies and brownies,66.3,14.3,1 small,4.0,2.7,42102000,Brazil nuts,Nuts and seeds,11.7,7.5,1 nut,5.0,0.6,2.1,-0.2,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
53260600,"Cookie, peanut butter, sugar free",Cookies and brownies,50.5,3.4,1 small,20.0,10.1,42116000,"Walnuts, excluding honey roasted",Nuts and seeds,10.9,5.2,1 nut,2.0,0.2,9.9,-0.6,ADA recommends eliminating added sugars and choosing whole fruits instead,sweet_foods,USDA FNDDS 2021-2023 + ADA Diabetes Plate Method Guidelines
